y,1,2,3,4,5,7
135,-1.074533,-1.076151,-1.07749,-1.078626,-1.079605,-1.08122
136,-1.076391,-1.077887,-1.079126,-1.080177,-1.081084,-1.082579
137,-1.07824,-1.079616,-1.080756,-1.081723,-1.082557,-1.083934
138,-1.08008,-1.081337,-1.082379,-1.083263,-1.084025,-1.085284
139,-1.081912,-1.083051,-1.083995,-1.084796,-1.085488,-1.086629
140,-1.083735,-1.084758,-1.085605,-1.086324,-1.086945,-1.08797
141,-1.085551,-1.086457,-1.087208,-1.087846,-1.088397,-1.089307
142,-1.087358,-1.088149,-1.088805,-1.089362,-1.089844,-1.090638
143,-1.089156,-1.089833,-1.090395,-1.090872,-1.091284,-1.091965
144,-1.090944,-1.091508,-1.091977,-1.092375,-1.092718,-1.093286
145,-1.09272,-1.093172,-1.093548,-1.093868,-1.094144,-1.0946
146,-1.094475,-1.094818,-1.095103,-1.095345,-1.095554,-1.0959
147,-1.096191,-1.096427,-1.096623,-1.09679,-1.096934,-1.097172
148,-1.097815,-1.09795,-1.098063,-1.098158,-1.098241,-1.098377
149,-1.099208,-1.099257,-1.099298,-1.099332,-1.099362,-1.099411
150,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
,,,,,,-1.099411
